perpétuos,1
facunda,1
abrasa,1
arrasa,1
furibunda,1
desbaratadas,1
águias,1
pintadas,2
sabemos,2
destro,2
cajado,1
injuriada,1
invencível,1
primor,2
vergonhosa,1
honrosa,1
magnânimas,2
irosa,1
degradado,2
escolheu,1
alevantasse,1
conosco,3
dessas,1
validas,1
adquirir,1
fatídica,2
avisa,2
divisa,4
estoutra,1
progenitor,1
fazemos,1
crêem,1
lotaríngia,1
superado,1
leoneses,1
santifique,1
maravilhado,2
destroçado,1
aspérrimos,2
derribadas,1
estígio,2
jura,1
celebrar,1
zeloso,1
abaixa,1
desbaratava,1
estendera,2
inexplicáveis,1
rompido,1
dizendolhe,1
recolha,1
defendido,1
corda,1
pano,4
sujeitarse,1
prometera,1
promessas,2
levantarse,2
salve,1
cônsul,1
caudinas,1
ignorante,2
samnítico,1
injuriado,3
descercada,1
pintado,2
tomandolhe,2
roupinho,1
acendeu,2
acabar,1
feliz,2
combater,1
germanos,1
mártires,1
brandindo,2
enresta,1
teotónio,1
prior,1
cercada,1
ergueu,1
quinis,1
alferes,1
hispálico,1
pendão,2
mem,2
retrata,1
exalta,2
sempavor,1
abrantes,3
prende,1
martim,1
lopes,1
eclesiástico,1
guerreiro,3
bago,1
negar,1
córdova,1
rotos,2
feita,4
alcáçare,1
mateus,1
bispo,1
tavila,1
caçadores,2
ganhou,1
paio,1
correia,1
passes,1
conhecer,1
perpetuamente,1
desafios,2
justas,1
torneios,1
públicos,1
vêlos,1
aventureiros,2
belona,1
exercitaram,1
desafiaram,1
ribeiro,1
leteia,1
reprende,1
guiada,1
impossível,3
tarteso,1
goadiana,2
ausência,2
orando,2
invoca,1
trina,1
essência,2
temporespondia,1
seguraria,1
pompílio,1
possança,2
estou,2
sacrificando,1
cipião,2
chamarse,1
netuno,13
suspirará,1
aluno,2
presas,1
ganha,3
comendadores,1
apanha,2
roubado,1
livrar,1
pêro,1
rodrigues,2
landroal,1
desleal,2
paga,1
perjúrio,1
gil,1
fernandes,1
estraga,1
último,2
xerez,1
rouba,1
donos,1
rui,1
pereira,2
dezessete,1
outeiro,2
castelhanos,3
ofendem,1
moderno,2
sabese,1
trezentos,1
pelejaram,2
viris,1
atrevimentos,3
ilustraram,1
vencimentos,1
memoráveis,2
herança,1
deixaram,3
temamos,1
amestramos,1
infantes,2
germânia,1
engane,1
publique,1
desengane,1
ceita,4
vaidade,3
barbaria,2
alcácere,1
verias,1
pintores,1
pintariam,1
faltalhe,1
pincel,1
faltamlhe,1
criam,1
viciosos,1
sucessores,1
degeneram,1
desviam,1
lustre,2
vaidades,1
atolados,1
descende,1
cegos,2
escuros,1
deixar,6
descansos,2
corruptores,1
abastados,1
venham,2
pintados,1
